$PSEN,Hum,H,50.93,T,30.88
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.594
$PSEN,COx,V,1.625
$GPRMC,011514.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*77
$PSEN,Hum,H,50.90,T,30.91
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.590
$PSEN,COx,V,1.627
$GPRMC,011515.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*76
$PSEN,Hum,H,50.90,T,30.91
$PSEN,Noise,dB,041
$PSEN,NOx,V,2.591
$PSEN,COx,V,1.626
$GPRMC,011516.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*75
$PSEN,Hum,H,50.87,T,30.91
$PSEN,Batt,V,3.97
$PSEN,Noise,dB,029
$PSEN,NOx,V,2.591
$PSEN,COx,V,1.627
$GPRMC,011517.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*74
$PSEN,Hum,H,50.84,T,30.93
$PSEN,Noise,dB,030
$PSEN,NOx,V,2.593
$PSEN,COx,V,1.627
$GPRMC,011518.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*7B
$PSEN,Hum,H,50.81,T,30.94
$PSEN,Noise,dB,034
$PSEN,NOx,V,2.587
$PSEN,COx,V,1.625
$GPRMC,011519.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*7A
$PSEN,Hum,H,50.81,T,30.94
$PSEN,Noise,dB,031
$PSEN,NOx,V,2.591
$PSEN,COx,V,1.626
$GPRMC,011520.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*70
$PSEN,Hum,H,50.78,T,30.98
$PSEN,Noise,dB,031
$PSEN,NOx,V,2.592
$PSEN,COx,V,1.627
$GPRMC,011521.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*71
$PSEN,Hum,H,50.78,T,30.97
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.590
$PSEN,COx,V,1.626
$GPRMC,011522.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*72
$PSEN,Hum,H,50.78,T,30.98
$PSEN,Noise,dB,032
$PSEN,NOx,V,2.592
$PSEN,COx,V,1.628
$PSEN,Hum,H,50.68,T,30.98
$GPRMC,011523.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*73
$PSEN,Noise,dB,034
$PSEN,NOx,V,2.589
$PSEN,COx,V,1.628
$PSEN,Hum,H,50.62,T,30.98
$GPRMC,011524.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*74
$PSEN,Noise,dB,034
$PSEN,NOx,V,2.592
$PSEN,COx,V,1.630
$PSEN,Hum,H,50.59,T,31.00
$GPRMC,011525.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*75
$PSEN,Noise,dB,032
$PSEN,NOx,V,2.588
$PSEN,COx,V,1.627
$PSEN,Hum,H,50.62,T,31.00
$GPRMC,011526.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*76
$PSEN,Batt,V,3.97
$PSEN,Noise,dB,031
$PSEN,NOx,V,2.589
$PSEN,COx,V,1.626
$PSEN,Hum,H,50.59,T,31.01
$GPRMC,011527.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*77
$PSEN,Noise,dB,031
$PSEN,NOx,V,2.590
$PSEN,COx,V,1.626
$PSEN,Hum,H,50.56,T,31.01
$GPRMC,011528.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*78
$PSEN,Noise,dB,034
$PSEN,NOx,V,2.589
$PSEN,COx,V,1.628
$PSEN,Hum,H,50.56,T,31.03
$GPRMC,011529.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*79
$PSEN,Noise,dB,034
$PSEN,NOx,V,2.588
$PSEN,COx,V,1.620
$PSEN,Hum,H,50.66,T,31.01
$GPRMC,011530.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*71
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.589
$PSEN,COx,V,1.615
$PSEN,Hum,H,50.72,T,31.04
$GPRMC,011531.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*70
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,033
$PSEN,NOx,V,2.586
$PSEN,COx,V,1.615
$PSEN,Hum,H,50.76,T,31.05
$GPRMC,011532.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*73
$PSEN,Noise,dB,041
$PSEN,NOx,V,2.586
$PSEN,COx,V,1.616
$PSEN,Hum,H,50.76,T,31.05
$GPRMC,011533.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*72
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.586
$PSEN,COx,V,1.615
$PSEN,Hum,H,50.69,T,31.05
$GPRMC,011534.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*75
$PSEN,Noise,dB,036
$PSEN,NOx,V,2.584
$PSEN,COx,V,1.617
$PSEN,Hum,H,50.66,T,31.07
$GPRMC,011535.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*74
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.581
$PSEN,COx,V,1.618
$PSEN,Hum,H,50.60,T,31.07
$GPRMC,011536.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*77
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.584
$PSEN,COx,V,1.621
$PSEN,Hum,H,50.57,T,31.08
$GPRMC,011537.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*76
$PSEN,Noise,dB,035
$PSEN,NOx,V,2.584
$PSEN,COx,V,1.621
$PSEN,Hum,H,50.54,T,31.08
$GPRMC,011538.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*79
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.584
$PSEN,COx,V,1.622
$PSEN,Hum,H,50.51,T,31.10
$GPRMC,011539.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*78
$PSEN,Noise,dB,034
$PSEN,NOx,V,2.585
$PSEN,COx,V,1.623
$PSEN,Hum,H,50.50,T,31.08
$GPRMC,011540.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*76
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.623
$PSEN,Hum,H,50.47,T,31.08
$GPRMC,011541.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*77
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.583
$PSEN,COx,V,1.623
$PSEN,Hum,H,50.44,T,31.10
$GPRMC,011542.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*74
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.621
$PSEN,Hum,H,50.41,T,31.10
$GPRMC,011543.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*75
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.579
$PSEN,COx,V,1.620
$PSEN,Hum,H,50.34,T,31.11
$GPRMC,011544.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*72
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.620
$PSEN,Hum,H,50.28,T,31.11
$GPRMC,011545.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*73
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.581
$PSEN,COx,V,1.621
$PSEN,Hum,H,50.22,T,31.13
$GPRMC,011546.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*70
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.575
$PSEN,COx,V,1.622
$PSEN,Hum,H,50.09,T,31.13
$GPRMC,011547.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*71
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.615
$PSEN,Hum,H,50.02,T,31.12
$GPRMC,011548.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*7E
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.581
$PSEN,COx,V,1.618
$PSEN,Hum,H,49.99,T,31.13
$GPRMC,011549.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*7F
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.579
$PSEN,COx,V,1.614
$PSEN,Hum,H,49.96,T,31.14
$GPRMC,011550.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*77
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.581
$PSEN,COx,V,1.616
$PSEN,Hum,H,49.89,T,31.14
$GPRMC,011551.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*76
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,037
$PSEN,NOx,V,2.577
$PSEN,COx,V,1.618
$PSEN,Hum,H,49.90,T,31.15
$GPRMC,011552.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*75
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.622
$PSEN,Hum,H,49.90,T,31.15
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.620
$GPRMC,011553.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*74
$PSEN,Hum,H,49.90,T,31.16
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.620
$GPRMC,011554.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*73
$PSEN,Hum,H,49.83,T,31.15
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.583
$PSEN,COx,V,1.622
$GPRMC,011555.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*72
$PSEN,Hum,H,49.80,T,31.16
$PSEN,Batt,V,3.97
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.622
$GPRMC,011556.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*71
$PSEN,Hum,H,49.77,T,31.16
$PSEN,Noise,dB,045
$PSEN,NOx,V,2.572
$PSEN,COx,V,1.623
$GPRMC,011557.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*70
$PSEN,Hum,H,49.70,T,31.16
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.622
$GPRMC,011558.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*7F
$PSEN,Hum,H,49.70,T,31.16
$PSEN,Noise,dB,041
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.624
$GPRMC,011559.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*7E
$PSEN,Hum,H,49.70,T,31.18
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.624
$GPRMC,011600.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*71
$PSEN,Hum,H,49.67,T,31.18
$PSEN,Batt,V,3.98
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.627
$GPRMC,011601.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*70
$PSEN,Hum,H,49.71,T,31.19
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.626
$GPRMC,011602.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*73
$PSEN,Hum,H,49.71,T,31.19
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.580
$PSEN,COx,V,1.626
$GPRMC,011603.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*72
$PSEN,Hum,H,49.70,T,31.18
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.578
$PSEN,COx,V,1.623
$GPRMC,011604.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*75
$PSEN,Hum,H,49.68,T,31.19
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.623
$PSEN,Hum,H,49.61,T,31.22
$GPRMC,011605.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*74
$PSEN,Batt,V,3.97
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.575
$PSEN,COx,V,1.621
$PSEN,Hum,H,49.58,T,31.20
$GPRMC,011606.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*77
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.630
$PSEN,Hum,H,49.55,T,31.20
$GPRMC,011607.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*76
$PSEN,Noise,dB,039
$PSEN,NOx,V,2.574
$PSEN,COx,V,1.627
$PSEN,Hum,H,49.48,T,31.22
$GPRMC,011608.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*79
$PSEN,Noise,dB,040
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.624
$PSEN,Hum,H,49.52,T,31.23
$GPRMC,011609.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*78
$PSEN,Noise,dB,038
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.626
$PSEN,Hum,H,49.48,T,31.23
$GPRMC,011610.127,V,8960.0000,N,00000.0000,E,0.00,0.00,280910,,,N*70
$PSEN,Batt,V,3.97
$PSEN,Noise,dB,043
$PSEN,NOx,V,2.576
$PSEN,COx,V,1.628
